,Unnamed: 0,Income,Age,Dependents,Occupation,City_Tier,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Expenses,SavingsRate,ExpenseRatio,NetSavings,Financial_Status
0,0,44637.24963568593,49,0,2,0,13.890948127514209,6200.537192442157,11265.6277068517,33371.621928834225,0.138909481275142,0.747618238157639,5065.090514409544,1
1,1,26858.596591729543,34,2,1,1,7.160375737936883,1923.1764339045449,9676.818732684447,17181.777859045094,0.0716037573793688,0.639712421323451,7753.642298779904,0
2,2,50367.60508357677,35,1,3,2,13.9978075391687,7050.360421687626,13891.450624290315,36476.15445928645,0.139978075391687,0.7241987066639414,6841.09020260269,1
3,3,101455.6002469913,21,0,2,2,16.45543971526684,16694.965136405768,31617.95361466108,69837.64663233022,0.1645543971526684,0.6883567438595021,14922.988478255307,1
4,4,24875.28354773196,52,4,0,1,7.533982196578117,1874.099433834452,6265.700532103096,18609.583015628865,0.0753398219657811,0.7481154126311707,4391.601098268644,0
5,5,24875.61026730744,57,4,2,1,5.9442415409980445,1478.6663590860635,7599.265299650189,17276.34496765725,0.0594424154099804,0.6945093922122804,6120.598940564126,0
6,6,106119.69276166476,53,0,2,1,17.338501566220952,18399.564591550105,41595.32572289698,64524.36703876778,0.1733850156622095,0.6080338659072796,23195.76113134688,1
7,7,55431.34150830326,40,1,0,1,11.972313337769307,6636.413892703046,8465.944597092319,46965.39691121094,0.119723133377693,0.8472715188423832,1829.5307043892728,0
8,8,20606.733120766687,32,4,1,0,6.304983639055541,362.9178724283629,362.9178724283629,20243.815248338324,0.0176116160820575,0.9823883839179424,0.0,0
9,9,46304.79023459725,30,1,3,1,12.126401429533283,5615.1047449505895,15690.256276016116,30614.53395858113,0.1212640142953328,0.6611526324485338,10075.151531065529,1
10,10,20706.822335826528,31,0,3,2,8.353298902926952,1729.7027630096304,8058.57116202657,12648.251173799958,0.0835329890292695,0.6108253100677938,6328.868399016939,0
11,11,20668.55739001468,31,4,0,1,8.245344141465512,1704.193685883013,6119.611452794788,14548.945937219893,0.0824534414146551,0.7039168560573428,4415.417766911775,0
12,12,36407.22336013257,54,3,1,0,7.534437635244965,2743.079538793525,4590.467260729598,31816.756099402974,0.0753443763524496,0.8739132832152108,1847.387721936073,0
13,13,6492.016465573834,22,3,1,2,7.151721192632913,464.2909173976621,1880.9261396743927,4611.09032589944,0.0715172119263291,0.7102708920027151,1416.6352222767312,0
14,14,7547.85272595847,39,4,2,1,5.461341856027502,412.21404015408274,2161.4551751096524,5386.397550848817,0.054613418560275,0.7136331015474102,1749.2411349555696,0
15,15,19132.096281101058,45,2,3,1,8.017728052098121,1533.959450484261,3204.3523947057365,15927.74388639532,0.0801772805209812,0.8325143074953558,1670.3929442214774,0
16,16,13342.207217642665,62,4,1,1,8.140559551750583,1086.1303240701657,1098.2901707765177,12243.917046866149,0.0814055955175058,0.9176830225418606,12.159846706350208,0
17,17,38574.64702065896,21,4,0,1,6.911498006083683,2666.0859596866626,10612.576689849451,27962.070330809507,0.0691149800608368,0.7248820790462243,7946.490730162788,0
18,18,14509.130214675472,55,4,3,0,7.236589771494467,1049.9662330480185,2482.6099382833563,12026.520276392115,0.0723658977149446,0.8288932622734143,1432.6437052353378,0
19,19,9692.519676095202,46,0,0,1,5.2199124122997045,505.94103763708455,3659.068173875291,6033.451502219912,0.052199124122997,0.6224853499240552,3153.1271362382054,0
20,20,96903.5735346614,54,4,1,1,13.54510108457869,13125.68698983893,20836.43014417688,76067.14339048453,0.1354510108457869,0.7849776908720101,7710.743154337932,1
21,21,25042.549077566902,52,4,2,1,5.747967220275525,1439.4375120999566,4900.615035330291,20141.93404223661,0.0574796722027552,0.8043084583701482,3461.1775232303344,0
22,22,31665.25254344452,37,0,3,0,6.835440261379062,2164.459421221964,8792.3411666813,22872.91137676322,0.0683544026137906,0.7223347214863275,6627.881745459337,0
23,23,9596.503685321524,52,4,1,1,5.448952951450677,522.9089707974001,3095.6580436953964,6500.845641626128,0.0544895295145067,0.6774181363124565,2572.7490728979965,0
24,24,19408.11353403291,52,3,1,0,6.115565684208621,826.2663088605877,826.2663088605877,18581.84722517232,0.0425732417224217,0.9574267582775784,0.0,0
25,25,32783.83155406074,37,3,0,1,9.373867594500627,3073.112962281771,9772.99929308625,23010.832260974486,0.0937386759450062,0.7018957568467702,6699.886330804478,0
26,26,11946.071979814871,19,4,3,1,5.612336084595128,670.4537084148577,4147.829434383291,7798.24254543158,0.0561233608459512,0.6527871721021079,3477.375725968433,0
27,27,40518.38397137296,35,0,1,2,14.79317814779412,5993.95672349246,16466.83101771838,24051.55295365458,0.1479317814779412,0.5935960568083731,10472.87429422592,1
28,28,18554.01911983324,47,4,2,1,9.664288343608286,1793.1139070688962,3422.993164291256,15131.025955541983,0.0966428834360828,0.8155120385408969,1629.87925722236,0
29,29,23756.1722713903,59,4,3,1,6.324263652844748,1502.4029682667194,7421.818799473136,16334.353471917164,0.0632426365284474,0.6875835587195469,5919.415831206416,0
30,30,18538.17448835576,46,1,0,1,9.35460343637234,1734.1727077284286,2054.643023444773,16483.53146491099,0.0935460343637234,0.8891669174472742,320.47031571634034,0
31,31,132028.78001915166,56,2,2,2,18.53360417304233,24469.691483246374,50041.28302458506,81987.4969945666,0.1853360417304233,0.620982008488405,25571.59154133869,1
32,32,29677.809209294763,39,0,1,0,5.147627122442942,1527.7029562045263,6059.967686019641,23617.84152327512,0.0514762712244294,0.7958081190129854,4532.264729815115,0
33,33,12871.668277482722,46,2,1,1,8.855788873894896,1139.8877672019737,3153.8832602780985,9717.785017204624,0.0885578887389489,0.754974787083707,2013.9954930761248,0
34,34,57929.879866986135,63,1,1,1,13.173604714736108,7631.453385398249,18820.935370000887,39108.94449698525,0.1317360471473611,0.6751083307402677,11189.481984602637,1
35,35,11296.833460181926,27,2,1,1,8.67464726230974,979.960454481362,3287.890795189892,8008.942664992034,0.0867464726230974,0.7089546547022441,2307.93034070853,0
36,36,35455.84989880044,37,4,0,2,5.763676550584086,2043.5605064274523,10177.715597080043,25278.1343017204,0.0576367655058408,0.7129467880158085,8134.155090652589,0
37,37,6255.5012872758,33,3,2,1,6.422917425818373,401.78568225273006,793.2631154190813,5462.238171856719,0.0642291742581837,0.8731895208729886,391.4774331663503,0
38,38,10367.216239239837,23,0,3,2,6.303268259567471,653.473450608729,3837.644943226529,6529.571296013306,0.0630326825956747,0.6298287935095755,3184.171492617802,0
39,39,35117.036052937685,34,0,1,0,5.370887107651962,1886.0963619567208,10184.627412440805,24932.40864049688,0.0537088710765196,0.7099804380674998,8298.531050484084,0
40,40,54161.51742492653,23,4,2,0,10.878080828351376,5174.202075888032,5174.202075888032,48987.3153490385,0.0955328122602918,0.904467187739708,0.0,0
41,41,34408.100166399614,39,2,2,1,9.17155634210464,3155.758293009141,10603.133094384855,23804.96707201476,0.0917155634210464,0.6918419487531287,7447.374801375714,0
42,42,27348.96692477707,35,0,2,2,5.602286677954669,1532.1675305850144,12147.79577599226,15201.171148784808,0.0560228667795466,0.5558224992774098,10615.628245407246,0
43,43,23578.008283443018,49,1,2,1,9.960479692778708,2348.482727034023,7199.678551457208,16378.32973198581,0.099604796927787,0.6946443285240096,4851.195824423185,0
44,44,9192.425129000392,45,1,0,1,9.684399140398046,542.3239892553247,542.3239892553247,8650.101139745067,0.0589968350728681,0.941003164927132,0.0,0
45,45,16866.37533666489,59,2,2,1,9.650204211224665,1627.6396630197935,2977.620841224849,13888.754495440044,0.0965020421122466,0.8234581656230572,1349.9811782050515,0
46,46,20752.90765671867,27,1,0,2,8.233863170618527,1708.766020379031,6590.1474026640335,14162.760254054638,0.0823386317061852,0.6824470328845462,4881.3813822850025,0
47,47,69888.08400227477,58,3,0,0,13.358239578909997,9335.817698133733,13785.936734977093,56102.14726729768,0.1335823957890999,0.8027426716330015,4450.119036843358,1
48,48,39491.75884551276,39,4,1,1,7.636387836463454,3015.7438688842167,14851.97153376846,24639.7873117443,0.0763638783646345,0.6239222569987912,11836.227664884243,0
49,49,7321.134171054789,45,0,3,1,6.812590883368053,498.7589190964218,2133.46683358506,5187.667337469728,0.0681259088336805,0.7085879340908621,1634.7079144886384,0
50,50,38879.40038115789,32,4,3,1,5.675364549469092,2206.5477062783857,13218.755268560326,25660.64511259756,0.0567536454946909,0.6600061950809681,11012.207562281945,0
51,51,22046.00832871537,60,2,2,1,6.093389981570189,1343.3492628380716,4473.480141178643,17572.528187536725,0.0609338998157018,0.7970843485824214,3130.130878340571,0
52,52,17455.58721109517,46,4,2,0,6.108047010887931,1066.1954728802343,3743.511148093927,13712.076063001245,0.0610804701088792,0.7855408069162827,2677.3156752136924,0
53,53,48937.227858527775,24,0,3,2,11.247681829753455,5504.303685828675,14153.3931444118,34783.834714115976,0.1124768182975345,0.710784738658926,8649.089458583123,0
54,54,68442.70689898357,51,0,3,1,13.502305045899451,9241.34306717163,15611.391983274138,52831.31491570943,0.1350230504589945,0.7719056903124037,6370.048916102507,1
55,55,63194.76572747071,49,2,0,1,13.03747006931792,8238.998667094573,17787.994602066043,45406.771125404666,0.1303747006931792,0.7185210769072664,9548.99593497147,1
56,56,15330.178905214852,19,0,2,1,9.175217528204294,1406.5772620163505,5528.107493479878,9802.071411734974,0.0917521752820429,0.6393970659012083,4121.530231463527,0
57,57,23425.55407472084,43,1,3,0,7.90942020597887,1480.8650423655272,1480.8650423655272,21944.68903235531,0.0632157957776362,0.9367842042223636,3.637978807091713e-12,0
58,58,39103.34944138731,62,4,3,1,5.67134579239757,2217.686163230638,11002.0453801953,28101.30406119201,0.0567134579239757,0.7186418673242696,8784.359216964662,0
59,59,65472.71450185657,28,3,0,1,13.722197815620742,8984.295399201368,21235.163110446272,44237.5513914103,0.1372219781562074,0.6756639269959683,12250.867711244904,1
60,60,20447.446136426697,42,3,1,1,5.298558351999693,1083.4198650322753,5942.532285603023,14504.913850823674,0.0529855835199969,0.7093753300067862,4859.112420570748,0
61,61,25859.29731544101,36,3,0,1,9.348148771614436,2417.365584341524,8534.98636808345,17324.31094735756,0.0934814877161443,0.6699451549680328,6117.620783741926,0
62,62,12380.58354753963,37,2,3,2,9.156462742867724,1133.6235198800775,3125.285285521377,9255.298262018254,0.0915646274286772,0.7475655914343021,1991.6617656412996,0
63,63,11521.698485734503,50,3,2,1,5.557984960290123,640.3742690070986,1439.2671901242538,10082.431295610257,0.0555798496029012,0.8750820296238212,798.8929211171479,0
64,64,57467.41201508821,34,4,1,1,10.26919059791254,5901.4380715171,11826.83528729694,45640.57672779127,0.1026919059791254,0.7941992709852363,5925.397215779841,0
65,65,88782.48632874028,47,0,0,0,11.998188318366315,10652.289903450088,27322.295748454795,61460.19058028549,0.1199818831836631,0.6922557941519358,16670.005845004707,0
66,66,28320.59516726336,35,1,1,0,7.922013792687794,2243.561455321876,6627.024552194842,21693.57061506851,0.0792201379268779,0.7659998134553603,4383.4630968729725,0
67,67,66955.19738552207,49,3,1,1,13.718087567174768,5091.194873893423,5091.194873893423,61864.00251162865,0.0760388300340416,0.9239611699659585,-9.094947017729282e-13,0
68,68,40065.12285831808,57,3,0,0,10.208772942253818,4090.157421640725,4944.552748968352,35120.57010934973,0.1020877294225381,0.8765871062855909,854.395327327627,0
69,69,17905.38629608483,62,3,2,1,7.050593467959449,1262.4359966046634,5110.688678214157,12794.697617870674,0.0705059346795944,0.7145725541072714,3848.252681609494,0
70,70,40057.417648633935,21,1,3,2,13.130486883462194,5259.733970207549,5593.297030312649,34464.120618321285,0.1313048688346219,0.8603680077588977,333.5630601051007,1
71,71,102680.95275488916,49,4,3,1,24.394969350896964,13805.022994297498,13805.022994297498,88875.92976059167,0.1344458015232058,0.8655541984767943,0.0,0
72,72,29152.379832530303,36,3,2,1,7.927152257055217,2310.953535879736,7753.056910893236,21399.322921637067,0.0792715225705521,0.7340506347875647,5442.103375013499,0
73,73,104890.0130420075,20,0,1,0,17.57909031354796,18438.71012254673,20895.763087692787,83994.24995431471,0.1757909031354795,0.80078405482394,2457.0529651460565,1
74,74,3689.1692543756553,55,2,2,0,8.279952128696484,146.78979003732184,146.78979003732184,3542.379464338333,0.0397893888612503,0.9602106111387496,4.547473508864641e-13,0
75,75,57900.11583389391,45,1,1,0,13.441560642413542,0.0,-849.6529705375069,58749.76880443142,0.0,1.0146744606345006,-849.6529705375069,0
76,76,32163.58899710021,55,4,0,1,5.613131665872712,1805.3845988773835,9011.302058185716,23152.28693891449,0.0561313166587271,0.7198290881344693,7205.917459308333,0
77,77,23617.58357370196,23,0,1,1,7.651601266069246,1807.123323740342,9551.837147951415,14065.746425750543,0.0765160126606924,0.5955624707267966,7744.713824211073,0
78,78,32285.105792052884,57,1,3,0,9.177844849222474,2963.0769190019523,4271.281994593199,28013.82379745968,0.0917784484922247,0.8677011615788295,1308.20507559125,0
79,79,6117.431078472254,34,1,3,1,7.821658468215848,478.4845659865931,1529.031639259848,4588.399439212406,0.0782165846821584,0.7500533116522331,1050.547073273255,0
80,80,25165.1442251509,59,2,1,1,6.374869680123689,1604.2451491685422,3926.338087436816,21238.806137714084,0.0637486968012368,0.8439771275575405,2322.092938268273,0
81,81,39920.3987001283,22,2,3,1,5.977531957820304,2386.2545899894503,6077.817424968358,33842.581275159944,0.059775319578203,0.8477515850825201,3691.562834978908,0
